cache_size,block_size,associativity,lru_fifo,num_lines,hits,misses,replacements,hit_rate,num_requests
16384,128,32,lru,128,512509,3174,3046,0.993845,515683
16384,128,64,lru,128,512511,3172,3044,0.993849,515683
16384,128,128,lru,128,512515,3168,3040,0.993857,515683
32768,128,1,lru,256,508994,6689,6433,0.987029,515683
32768,128,2,lru,256,512522,3161,2905,0.99387,515683
32768,128,4,lru,256,513061,2622,2366,0.994915,515683
32768,128,8,lru,256,513146,2537,2281,0.99508,515683
32768,128,16,lru,256,513178,2505,2249,0.995142,515683
32768,128,32,lru,256,513186,2497,2241,0.995158,515683
32768,128,64,lru,256,513190,2493,2237,0.995166,515683
32768,128,128,lru,256,513193,2490,2234,0.995171,515683
32768,128,256,lru,256,513209,2474,2218,0.995202,515683
65536,128,1,lru,512,511143,4540,4028,0.991196,515683
65536,128,2,lru,512,513310,2373,1861,0.995398,515683
65536,128,4,lru,512,513451,2232,1720,0.995672,515683
65536,128,8,lru,512,513481,2202,1690,0.99573,515683
65536,128,16,lru,512,513485,2198,1686,0.995738,515683
65536,128,32,lru,512,513498,2185,1673,0.995763,515683
65536,128,64,lru,512,513504,2179,1667,0.995775,515683
65536,128,128,lru,512,513504,2179,1667,0.995775,515683
65536,128,256,lru,512,513501,2182,1670,0.995769,515683
65536,128,512,lru,512,513507,2176,1664,0.99578,515683
131072,128,1,lru,1024,512191,3492,2534,0.993228,515683
131072,128,2,lru,1024,513509,2174,1170,0.995784,515683
131072,128,4,lru,1024,513611,2072,1050,0.995982,515683
131072,128,8,lru,1024,513621,2062,1038,0.996001,515683
131072,128,16,lru,1024,513626,2057,1033,0.996011,515683
131072,128,32,lru,1024,513639,2044,1020,0.996036,515683
131072,128,64,lru,1024,513639,2044,1020,0.996036,515683
131072,128,128,lru,1024,513637,2046,1022,0.996032,515683
131072,128,256,lru,1024,513635,2048,1024,0.996029,515683
131072,128,512,lru,1024,513635,2048,1024,0.996029,515683
131072,128,1024,lru,1024,513633,2050,1026,0.996025,515683
262144,128,1,lru,2048,512571,3112,1740,0.993965,515683
262144,128,2,lru,2048,513657,2026,430,0.996071,515683
262144,128,4,lru,2048,513707,1976,283,0.996168,515683
262144,128,8,lru,2048,513710,1973,204,0.996174,515683
262144,128,16,lru,2048,513715,1968,136,0.996184,515683
262144,128,32,lru,2048,513728,1955,91,0.996209,515683
262144,128,64,lru,2048,513729,1954,72,0.996211,515683
262144,128,128,lru,2048,513730,1953,50,0.996213,515683
262144,128,256,lru,2048,513734,1949,25,0.996221,515683
262144,128,512,lru,2048,513734,1949,25,0.996221,515683
262144,128,1024,lru,2048,513734,1949,0,0.996221,515683
262144,128,2048,lru,2048,513734,1949,0,0.996221,515683
524288,128,1,lru,4096,513651,2032,370,0.99606,515683
524288,128,2,lru,4096,513681,2002,202,0.996118,515683
524288,128,4,lru,4096,513726,1957,70,0.996205,515683
524288,128,8,lru,4096,513726,1957,57,0.996205,515683
524288,128,16,lru,4096,513726,1957,43,0.996205,515683
524288,128,32,lru,4096,513733,1950,7,0.996219,515683
524288,128,64,lru,4096,513734,1949,0,0.996221,515683
524288,128,128,lru,4096,513734,1949,0,0.996221,515683
524288,128,256,lru,4096,513734,1949,0,0.996221,515683
524288,128,512,lru,4096,513734,1949,0,0.996221,515683
524288,128,1024,lru,4096,513734,1949,0,0.996221,515683
524288,128,2048,lru,4096,513734,1949,0,0.996221,515683
524288,128,4096,lru,4096,513734,1949,0,0.996221,515683
1048576,128,1,lru,8192,513679,2004,153,0.996114,515683
1048576,128,2,lru,8192,513724,1959,70,0.996201,515683
1048576,128,4,lru,8192,513728,1955,51,0.996209,515683
1048576,128,8,lru,8192,513727,1956,45,0.996207,515683
1048576,128,16,lru,8192,513730,1953,21,0.996213,515683
1048576,128,32,lru,8192,513734,1949,0,0.996221,515683
1048576,128,64,lru,8192,513734,1949,0,0.996221,515683
1048576,128,128,lru,8192,513734,1949,0,0.996221,515683
1048576,128,256,lru,8192,513734,1949,0,0.996221,515683
1048576,128,512,lru,8192,513734,1949,0,0.996221,515683
1048576,128,1024,lru,8192,513734,1949,0,0.996221,515683
1048576,128,2048,lru,8192,513734,1949,0,0.996221,515683
1048576,128,4096,lru,8192,513734,1949,0,0.996221,515683
1048576,128,8192,lru,8192,513734,1949,0,0.996221,515683
2097152,128,1,lru,16384,513682,2001,135,0.99612,515683
2097152,128,2,lru,16384,513727,1956,50,0.996207,515683
2097152,128,4,lru,16384,513728,1955,45,0.996209,515683
2097152,128,8,lru,16384,513729,1954,33,0.996211,515683
2097152,128,16,lru,16384,513733,1950,7,0.996219,515683
2097152,128,32,lru,16384,513734,1949,0,0.996221,515683
2097152,128,64,lru,16384,513734,1949,0,0.996221,515683
2097152,128,128,lru,16384,513734,1949,0,0.996221,515683
2097152,128,256,lru,16384,513734,1949,0,0.996221,515683
2097152,128,512,lru,16384,513734,1949,0,0.996221,515683
2097152,128,1024,lru,16384,513734,1949,0,0.996221,515683
2097152,128,2048,lru,16384,513734,1949,0,0.996221,515683
2097152,128,4096,lru,16384,513734,1949,0,0.996221,515683
2097152,128,8192,lru,16384,513734,1949,0,0.996221,515683
2097152,128,16384,lru,16384,513734,1949,0,0.996221,515683
4194304,128,1,lru,32768,513686,1997,113,0.996127,515683
4194304,128,2,lru,32768,513727,1956,46,0.996207,515683
4194304,128,4,lru,32768,513730,1953,39,0.996213,515683
4194304,128,8,lru,32768,513729,1954,28,0.996211,515683
4194304,128,16,lru,32768,513734,1949,1,0.996221,515683
4194304,128,32,lru,32768,513734,1949,0,0.996221,515683
4194304,128,64,lru,32768,513734,1949,0,0.996221,515683
4194304,128,128,lru,32768,513734,1949,0,0.996221,515683
4194304,128,256,lru,32768,513734,1949,0,0.996221,515683
4194304,128,512,lru,32768,513734,1949,0,0.996221,515683
4194304,128,1024,lru,32768,513734,1949,0,0.996221,515683
4194304,128,2048,lru,32768,513734,1949,0,0.996221,515683
4194304,128,4096,lru,32768,513734,1949,0,0.996221,515683
4194304,128,8192,lru,32768,513734,1949,0,0.996221,515683
4194304,128,16384,lru,32768,513734,1949,0,0.996221,515683
4194304,128,32768,lru,32768,513734,1949,0,0.996221,515683
8388608,128,1,lru,65536,513688,1995,106,0.996131,515683
8388608,128,2,lru,65536,513729,1954,40,0.996211,515683
8388608,128,4,lru,65536,513730,1953,35,0.996213,515683
8388608,128,8,lru,65536,513730,1953,23,0.996213,515683
8388608,128,16,lru,65536,513734,1949,0,0.996221,515683
8388608,128,32,lru,65536,513734,1949,0,0.996221,515683
8388608,128,64,lru,65536,513734,1949,0,0.996221,515683
8388608,128,128,lru,65536,513734,1949,0,0.996221,515683
8388608,128,256,lru,65536,513734,1949,0,0.996221,515683
8388608,128,512,lru,65536,513734,1949,0,0.996221,515683
8388608,128,1024,lru,65536,513734,1949,0,0.996221,515683
8388608,128,2048,lru,65536,513734,1949,0,0.996221,515683
8388608,128,4096,lru,65536,513734,1949,0,0.996221,515683
8388608,128,8192,lru,65536,513734,1949,0,0.996221,515683
8388608,128,16384,lru,65536,513734,1949,0,0.996221,515683
8388608,128,32768,lru,65536,513734,1949,0,0.996221,515683
8388608,128,65536,lru,65536,513734,1949,0,0.996221,515683
128,128,1,fifo,1,284790,230893,230892,0.552258,515683
256,128,1,fifo,2,333911,181772,181770,0.647512,515683
256,128,2,fifo,2,341315,174368,174366,0.66187,515683
512,128,1,fifo,4,374532,141151,141147,0.726283,515683
512,128,2,fifo,4,393248,122435,122431,0.762577,515683
512,128,4,fifo,4,389802,125881,125877,0.755895,515683
1024,128,1,fifo,8,401138,114545,114537,0.777877,515683
1024,128,2,fifo,8,441562,74121,74113,0.856266,515683
1024,128,4,fifo,8,447559,68124,68116,0.867896,515683
1024,128,8,fifo,8,450643,65040,65032,0.873876,515683
2048,128,1,fifo,16,448134,67549,67533,0.869011,515683
2048,128,2,fifo,16,461840,53843,53827,0.895589,515683
2048,128,4,fifo,16,479722,35961,35945,0.930265,515683
2048,128,8,fifo,16,483044,32639,32623,0.936707,515683
2048,128,16,fifo,16,485525,30158,30142,0.941518,515683
4096,128,1,fifo,32,479158,36525,36493,0.929172,515683
4096,128,2,fifo,32,491590,24093,24061,0.953279,515683
4096,128,4,fifo,32,492916,22767,22735,0.955851,515683
4096,128,8,fifo,32,500024,15659,15627,0.969634,515683
4096,128,16,fifo,32,500577,15106,15074,0.970707,515683
4096,128,32,fifo,32,500949,14734,14702,0.971428,515683
8192,128,1,fifo,64,489921,25762,25698,0.950043,515683
8192,128,2,fifo,64,505187,10496,10432,0.979646,515683
8192,128,4,fifo,64,508058,7625,7561,0.985214,515683
8192,128,8,fifo,64,508756,6927,6863,0.986567,515683
8192,128,16,fifo,64,509039,6644,6580,0.987116,515683
8192,128,32,fifo,64,509526,6157,6093,0.98806,515683
8192,128,64,fifo,64,509519,6164,6100,0.988047,515683
16384,128,1,fifo,128,503950,11733,11605,0.977248,515683
16384,128,2,fifo,128,509816,5867,5739,0.988623,515683
16384,128,4,fifo,128,511170,4513,4385,0.991248,515683
16384,128,8,fifo,128,511664,4019,3891,0.992206,515683
16384,128,16,fifo,128,511710,3973,3845,0.992296,515683
16384,128,32,fifo,128,511731,3952,3824,0.992336,515683
16384,128,64,fifo,128,511767,3916,3788,0.992406,515683
16384,128,128,fifo,128,511739,3944,3816,0.992352,515683
32768,128,1,fifo,256,508994,6689,6433,0.987029,515683
32768,128,2,fifo,256,512254,3429,3173,0.993351,515683
32768,128,4,fifo,256,512674,3009,2753,0.994165,515683
32768,128,8,fifo,256,512734,2949,2693,0.994281,515683
32768,128,16,fifo,256,512776,2907,2651,0.994363,515683
32768,128,32,fifo,256,512778,2905,2649,0.994367,515683
32768,128,64,fifo,256,512771,2912,2656,0.994353,515683
32768,128,128,fifo,256,512787,2896,2640,0.994384,515683
32768,128,256,fifo,256,512795,2888,2632,0.9944,515683
65536,128,1,fifo,512,511143,4540,4028,0.991196,515683
65536,128,2,fifo,512,513158,2525,2013,0.995104,515683
65536,128,4,fifo,512,513260,2423,1911,0.995301,515683
65536,128,8,fifo,512,513285,2398,1886,0.99535,515683
65536,128,16,fifo,512,513297,2386,1874,0.995373,515683
65536,128,32,fifo,512,513305,2378,1866,0.995389,515683
65536,128,64,fifo,512,513317,2366,1854,0.995412,515683
65536,128,128,fifo,512,513311,2372,1860,0.9954,515683
65536,128,256,fifo,512,513318,2365,1853,0.995414,515683
65536,128,512,fifo,512,513309,2374,1862,0.995396,515683
131072,128,1,fifo,1024,512191,3492,2534,0.993228,515683
131072,128,2,fifo,1024,513438,2245,1241,0.995647,515683
131072,128,4,fifo,1024,513516,2167,1145,0.995798,515683
131072,128,8,fifo,1024,513528,2155,1131,0.995821,515683
131072,128,16,fifo,1024,513521,2162,1138,0.995808,515683
131072,128,32,fifo,1024,513541,2142,1118,0.995846,515683
131072,128,64,fifo,1024,513553,2130,1106,0.99587,515683
131072,128,128,fifo,1024,513549,2134,1110,0.995862,515683
131072,128,256,fifo,1024,513552,2131,1107,0.995868,515683
131072,128,512,fifo,1024,513553,2130,1106,0.99587,515683
131072,128,1024,fifo,1024,513553,2130,1106,0.99587,515683
262144,128,1,fifo,2048,512571,3112,1740,0.993965,515683
262144,128,2,fifo,2048,513633,2050,454,0.996025,515683
262144,128,4,fifo,2048,513657,2026,333,0.996071,515683
262144,128,8,fifo,2048,513692,1991,222,0.996139,515683
262144,128,16,fifo,2048,513703,1980,148,0.99616,515683
262144,128,32,fifo,2048,513707,1976,112,0.996168,515683
262144,128,64,fifo,2048,513711,1972,90,0.996176,515683
262144,128,128,fifo,2048,513720,1963,60,0.996193,515683
262144,128,256,fifo,2048,513730,1953,29,0.996213,515683
262144,128,512,fifo,2048,513730,1953,29,0.996213,515683
262144,128,1024,fifo,2048,513734,1949,0,0.996221,515683
262144,128,2048,fifo,2048,513734,1949,0,0.996221,515683
524288,128,1,fifo,4096,513651,2032,370,0.99606,515683
524288,128,2,fifo,4096,513671,2012,212,0.996098,515683
524288,128,4,fifo,4096,513712,1971,84,0.996178,515683
524288,128,8,fifo,4096,513721,1962,62,0.996195,515683
524288,128,16,fifo,4096,513726,1957,43,0.996205,515683
524288,128,32,fifo,4096,513731,1952,9,0.996215,515683
524288,128,64,fifo,4096,513734,1949,0,0.996221,515683
524288,128,128,fifo,4096,513734,1949,0,0.996221,515683
524288,128,256,fifo,4096,513734,1949,0,0.996221,515683
524288,128,512,fifo,4096,513734,1949,0,0.996221,515683
524288,128,1024,fifo,4096,513734,1949,0,0.996221,515683
524288,128,2048,fifo,4096,513734,1949,0,0.996221,515683
524288,128,4096,fifo,4096,513734,1949,0,0.996221,515683
1048576,128,1,fifo,8192,513679,2004,153,0.996114,515683
1048576,128,2,fifo,8192,513716,1967,78,0.996186,515683
1048576,128,4,fifo,8192,513718,1965,61,0.99619,515683
1048576,128,8,fifo,8192,513722,1961,50,0.996197,515683
1048576,128,16,fifo,8192,513728,1955,23,0.996209,515683
1048576,128,32,fifo,8192,513734,1949,0,0.996221,515683
1048576,128,64,fifo,8192,513734,1949,0,0.996221,515683
1048576,128,128,fifo,8192,513734,1949,0,0.996221,515683
1048576,128,256,fifo,8192,513734,1949,0,0.996221,515683
1048576,128,512,fifo,8192,513734,1949,0,0.996221,515683
1048576,128,1024,fifo,8192,513734,1949,0,0.996221,515683
1048576,128,2048,fifo,8192,513734,1949,0,0.996221,515683
1048576,128,4096,fifo,8192,513734,1949,0,0.996221,515683
1048576,128,8192,fifo,8192,513734,1949,0,0.996221,515683
2097152,128,1,fifo,16384,513682,2001,135,0.99612,515683
2097152,128,2,fifo,16384,513720,1963,57,0.996193,515683
2097152,128,4,fifo,16384,513726,1957,47,0.996205,515683
2097152,128,8,fifo,16384,513726,1957,36,0.996205,515683
2097152,128,16,fifo,16384,513732,1951,8,0.996217,515683
2097152,128,32,fifo,16384,513734,1949,0,0.996221,515683
2097152,128,64,fifo,16384,513734,1949,0,0.996221,515683
2097152,128,128,fifo,16384,513734,1949,0,0.996221,515683
2097152,128,256,fifo,16384,513734,1949,0,0.996221,515683
2097152,128,512,fifo,16384,513734,1949,0,0.996221,515683
2097152,128,1024,fifo,16384,513734,1949,0,0.996221,515683
2097152,128,2048,fifo,16384,513734,1949,0,0.996221,515683
2097152,128,4096,fifo,16384,513734,1949,0,0.996221,515683
2097152,128,8192,fifo,16384,513734,1949,0,0.996221,515683
2097152,128,16384,fifo,16384,513734,1949,0,0.996221,515683
4194304,128,1,fifo,32768,513686,1997,113,0.996127,515683
4194304,128,2,fifo,32768,513720,1963,53,0.996193,515683
4194304,128,4,fifo,32768,513727,1956,42,0.996207,515683
4194304,128,8,fifo,32768,513728,1955,29,0.996209,515683
4194304,128,16,fifo,32768,513734,1949,1,0.996221,515683
4194304,128,32,fifo,32768,513734,1949,0,0.996221,515683
4194304,128,64,fifo,32768,513734,1949,0,0.996221,515683
4194304,128,128,fifo,32768,513734,1949,0,0.996221,515683
4194304,128,256,fifo,32768,513734,1949,0,0.996221,515683
4194304,128,512,fifo,32768,513734,1949,0,0.996221,515683
4194304,128,1024,fifo,32768,513734,1949,0,0.996221,515683
4194304,128,2048,fifo,32768,513734,1949,0,0.996221,515683
4194304,128,4096,fifo,32768,513734,1949,0,0.996221,515683
4194304,128,8192,fifo,32768,513734,1949,0,0.996221,515683
4194304,128,16384,fifo,32768,513734,1949,0,0.996221,515683
4194304,128,32768,fifo,32768,513734,1949,0,0.996221,515683
8388608,128,1,fifo,65536,513688,1995,106,0.996131,515683
8388608,128,2,fifo,65536,513724,1959,45,0.996201,515683
8388608,128,4,fifo,65536,513728,1955,37,0.996209,515683
8388608,128,8,fifo,65536,513729,1954,24,0.996211,515683
8388608,128,16,fifo,65536,513734,1949,0,0.996221,515683
8388608,128,32,fifo,65536,513734,1949,0,0.996221,515683
8388608,128,64,fifo,65536,513734,1949,0,0.996221,515683
8388608,128,128,fifo,65536,513734,1949,0,0.996221,515683
8388608,128,256,fifo,65536,513734,1949,0,0.996221,515683
8388608,128,512,fifo,65536,513734,1949,0,0.996221,515683
8388608,128,1024,fifo,65536,513734,1949,0,0.996221,515683
8388608,128,2048,fifo,65536,513734,1949,0,0.996221,515683
8388608,128,4096,fifo,65536,513734,1949,0,0.996221,515683
8388608,128,8192,fifo,65536,513734,1949,0,0.996221,515683
8388608,128,16384,fifo,65536,513734,1949,0,0.996221,515683
8388608,128,32768,fifo,65536,513734,1949,0,0.996221,515683
8388608,128,65536,fifo,65536,513734,1949,0,0.996221,515683
