cache_size,block_size,associativity,lru_fifo,num_lines,hits,misses,replacements,hit_rate,num_requests
4096,512,2,lru,8,444604,71079,71071,0.862165,515683
4096,512,4,lru,8,470019,45664,45656,0.911449,515683
4096,512,8,lru,8,478351,37332,37324,0.927607,515683
4096,1024,1,lru,4,381039,134644,134640,0.738902,515683
4096,1024,2,lru,4,414559,101124,101120,0.803903,515683
4096,1024,4,lru,4,445319,70364,70360,0.863552,515683
4096,2048,1,lru,2,378765,136918,136916,0.734492,515683
4096,2048,2,lru,2,387680,128003,128001,0.75178,515683
4096,4096,1,lru,1,324999,190684,190683,0.63023,515683
8192,4,1,lru,2048,28549,487134,487130,0.0553615,515683
8192,4,2,lru,2048,55331,460352,460344,0.107297,515683
8192,4,4,lru,2048,77765,437918,437902,0.1508,515683
8192,4,8,lru,2048,127244,388439,388407,0.246748,515683
8192,4,16,lru,2048,230703,284980,284916,0.447374,515683
8192,4,32,lru,2048,382822,132861,132733,0.742359,515683
8192,4,64,lru,2048,435220,80463,80207,0.843968,515683
8192,4,128,lru,2048,459598,56085,55573,0.891241,515683
8192,4,256,lru,2048,471842,43841,42817,0.914985,515683
8192,8,1,lru,1024,35206,480477,480469,0.0682706,515683
8192,8,2,lru,1024,66519,449164,449148,0.128992,515683
8192,8,4,lru,1024,92341,423342,423310,0.179065,515683
8192,8,8,lru,1024,142313,373370,373306,0.27597,515683
8192,8,16,lru,1024,246202,269481,269353,0.477429,515683
8192,8,32,lru,1024,396117,119566,119310,0.76814,515683
8192,8,64,lru,1024,443034,72649,72137,0.859121,515683
8192,8,128,lru,1024,464776,50907,49883,0.901282,515683
8192,8,256,lru,1024,475965,39718,38694,0.92298,515683
8192,16,1,lru,512,61817,453866,453850,0.119874,515683
8192,16,2,lru,512,94130,421553,421521,0.182535,515683
8192,16,4,lru,512,144303,371380,371316,0.279829,515683
8192,16,8,lru,512,246429,269254,269126,0.477869,515683
8192,16,16,lru,512,396391,119292,119036,0.768672,515683
8192,16,32,lru,512,442464,73219,72707,0.858015,515683
8192,16,64,lru,512,466914,48769,48257,0.905428,515683
8192,16,128,lru,512,476873,38810,38298,0.924741,515683
8192,16,256,lru,512,489884,25799,25287,0.949971,515683
8192,32,1,lru,256,92775,422908,422876,0.179907,515683
8192,32,2,lru,256,154577,361106,361042,0.299752,515683
8192,32,4,lru,256,261503,254180,254052,0.5071,515683
8192,32,8,lru,256,388151,127532,127276,0.752693,515683
8192,32,16,lru,256,443901,71782,71526,0.860802,515683
8192,32,32,lru,256,467527,48156,47900,0.906617,515683
8192,32,64,lru,256,487554,28129,27873,0.945453,515683
8192,32,128,lru,256,500788,14895,14639,0.971116,515683
8192,32,256,lru,256,507636,8047,7791,0.984395,515683
8192,64,1,lru,128,155275,360408,360344,0.301106,515683
8192,64,2,lru,128,271519,244164,244036,0.526523,515683
8192,64,4,lru,128,390055,125628,125500,0.756385,515683
8192,64,8,lru,128,444186,71497,71369,0.861355,515683
8192,64,16,lru,128,476403,39280,39152,0.923829,515683
8192,64,32,lru,128,496988,18695,18567,0.963747,515683
8192,64,64,lru,128,506242,9441,9313,0.981692,515683
8192,64,128,lru,128,510373,5310,5182,0.989703,515683
8192,128,1,lru,64,265474,250209,250145,0.514801,515683
8192,128,2,lru,64,377505,138178,138114,0.732049,515683
8192,128,4,lru,64,449852,65831,65767,0.872342,515683
8192,128,8,lru,64,482373,33310,33246,0.935406,515683
8192,128,16,lru,64,498628,17055,16991,0.966927,515683
8192,128,32,lru,64,507038,8645,8581,0.983236,515683
8192,128,64,lru,64,511323,4360,4296,0.991545,515683
8192,256,1,lru,32,363803,151880,151848,0.705478,515683
8192,256,2,lru,32,447199,68484,68452,0.867197,515683
8192,256,4,lru,32,479324,36359,36327,0.929493,515683
8192,256,8,lru,32,496464,19219,19187,0.962731,515683
8192,256,16,lru,32,503582,12101,12069,0.976534,515683
8192,256,32,lru,32,508347,7336,7304,0.985774,515683
8192,512,1,lru,16,416076,99607,99591,0.806845,515683
8192,512,2,lru,16,459650,56033,56017,0.891342,515683
8192,512,4,lru,16,484610,31073,31057,0.939744,515683
8192,512,8,lru,16,494323,21360,21344,0.958579,515683
8192,512,16,lru,16,501165,14518,14502,0.971847,515683
8192,1024,1,lru,8,401138,114545,114537,0.777877,515683
8192,1024,2,lru,8,436904,78779,78771,0.847234,515683
8192,1024,4,lru,8,474037,41646,41638,0.919241,515683
8192,1024,8,lru,8,488580,27103,27095,0.947443,515683
8192,2048,1,lru,4,409343,106340,106336,0.793788,515683
8192,2048,2,lru,4,447978,67705,67701,0.868708,515683
8192,2048,4,lru,4,449467,66216,66212,0.871596,515683
8192,4096,1,lru,2,357507,158176,158174,0.693269,515683
8192,4096,2,lru,2,389292,126391,126389,0.754906,515683
16384,4,1,lru,4096,28549,487134,487130,0.0553615,515683
16384,4,2,lru,4096,55331,460352,460344,0.107297,515683
16384,4,4,lru,4096,77765,437918,437902,0.1508,515683
16384,4,8,lru,4096,127244,388439,388407,0.246748,515683
16384,4,16,lru,4096,230703,284980,284916,0.447374,515683
16384,4,32,lru,4096,382822,132861,132733,0.742359,515683
16384,4,64,lru,4096,435220,80463,80207,0.843968,515683
16384,4,128,lru,4096,459598,56085,55573,0.891241,515683
16384,4,256,lru,4096,471842,43841,42817,0.914985,515683
16384,8,1,lru,2048,35206,480477,480469,0.0682706,515683
16384,8,2,lru,2048,66519,449164,449148,0.128992,515683
16384,8,4,lru,2048,92341,423342,423310,0.179065,515683
16384,8,8,lru,2048,142313,373370,373306,0.27597,515683
16384,8,16,lru,2048,246202,269481,269353,0.477429,515683
16384,8,32,lru,2048,396117,119566,119310,0.76814,515683
16384,8,64,lru,2048,443034,72649,72137,0.859121,515683
16384,8,128,lru,2048,464776,50907,49883,0.901282,515683
16384,8,256,lru,2048,473808,41875,39827,0.918797,515683
16384,16,1,lru,1024,61817,453866,453850,0.119874,515683
16384,16,2,lru,1024,94130,421553,421521,0.182535,515683
16384,16,4,lru,1024,144303,371380,371316,0.279829,515683
16384,16,8,lru,1024,246429,269254,269126,0.477869,515683
16384,16,16,lru,1024,396391,119292,119036,0.768672,515683
16384,16,32,lru,1024,442464,73219,72707,0.858015,515683
16384,16,64,lru,1024,464844,50839,49815,0.901414,515683
16384,16,128,lru,1024,475835,39848,38824,0.922728,515683
16384,16,256,lru,1024,479139,36544,35520,0.929135,515683
16384,32,1,lru,512,92775,422908,422876,0.179907,515683
16384,32,2,lru,512,154577,361106,361042,0.299752,515683
16384,32,4,lru,512,261503,254180,254052,0.5071,515683
16384,32,8,lru,512,388151,127532,127276,0.752693,515683
16384,32,16,lru,512,441994,73689,73177,0.857104,515683
16384,32,32,lru,512,466558,49125,48613,0.904738,515683
16384,32,64,lru,512,476873,38810,38298,0.924741,515683
16384,32,128,lru,512,489904,25779,25267,0.95001,515683
16384,32,256,lru,512,502395,13288,12776,0.974232,515683
16384,64,1,lru,256,155275,360408,360344,0.301106,515683
16384,64,2,lru,256,271519,244164,244036,0.526523,515683
16384,64,4,lru,256,388421,127262,127006,0.753217,515683
16384,64,8,lru,256,443399,72284,72028,0.859829,515683
16384,64,16,lru,256,467081,48602,48346,0.905752,515683
16384,64,32,lru,256,487378,28305,28049,0.945112,515683
16384,64,64,lru,256,500793,14890,14634,0.971126,515683
16384,64,128,lru,256,507621,8062,7806,0.984366,515683
16384,64,256,lru,256,511250,4433,4177,0.991404,515683
16384,128,1,lru,128,264096,251587,251459,0.512129,515683
16384,128,2,lru,128,377306,138377,138249,0.731663,515683
16384,128,4,lru,128,442405,73278,73150,0.857901,515683
16384,128,8,lru,128,475470,40213,40085,0.92202,515683
16384,128,16,lru,128,496758,18925,18797,0.963301,515683
16384,128,32,lru,128,506076,9607,9479,0.98137,515683
16384,128,64,lru,128,510387,5296,5168,0.98973,515683
16384,128,128,lru,128,512515,3168,3040,0.993857,515683
16384,256,1,lru,64,361425,154258,154194,0.700867,515683
16384,256,2,lru,64,441904,73779,73715,0.85693,515683
16384,256,4,lru,64,481364,34319,34255,0.933449,515683
16384,256,8,lru,64,498071,17612,17548,0.965847,515683
16384,256,16,lru,64,506712,8971,8907,0.982604,515683
16384,256,32,lru,64,511210,4473,4409,0.991326,515683
16384,256,64,lru,64,513031,2652,2588,0.994857,515683
16384,512,1,lru,32,413540,102143,102111,0.801927,515683
16384,512,2,lru,32,466901,48782,48750,0.905403,515683
16384,512,4,lru,32,491279,24404,24372,0.952676,515683
16384,512,8,lru,32,503028,12655,12623,0.97546,515683
16384,512,16,lru,32,507984,7699,7667,0.98507,515683
16384,512,32,lru,32,510895,4788,4756,0.990715,515683
16384,1024,1,lru,16,428856,86827,86811,0.831627,515683
16384,1024,2,lru,16,464702,50981,50965,0.901139,515683
16384,1024,4,lru,16,486339,29344,29328,0.943097,515683
16384,1024,8,lru,16,500253,15430,15414,0.970079,515683
16384,1024,16,lru,16,505489,10194,10178,0.980232,515683
16384,2048,1,lru,8,429449,86234,86226,0.832777,515683
16384,2048,2,lru,8,469726,45957,45949,0.910881,515683
16384,2048,4,lru,8,488254,27429,27421,0.94681,515683
16384,2048,8,lru,8,491489,24194,24186,0.953084,515683
16384,4096,1,lru,4,431118,84565,84561,0.836014,515683
16384,4096,2,lru,4,445583,70100,70096,0.864064,515683
16384,4096,4,lru,4,451585,64098,64094,0.875703,515683
32768,4,1,lru,8192,28549,487134,487130,0.0553615,515683
32768,4,2,lru,8192,55331,460352,460344,0.107297,515683
32768,4,4,lru,8192,77765,437918,437902,0.1508,515683
32768,4,8,lru,8192,127244,388439,388407,0.246748,515683
32768,4,16,lru,8192,230703,284980,284916,0.447374,515683
32768,4,32,lru,8192,382822,132861,132733,0.742359,515683
32768,4,64,lru,8192,435220,80463,80207,0.843968,515683
32768,4,128,lru,8192,459598,56085,55573,0.891241,515683
32768,4,256,lru,8192,471842,43841,42817,0.914985,515683
32768,8,1,lru,4096,35206,480477,480469,0.0682706,515683
32768,8,2,lru,4096,66519,449164,449148,0.128992,515683
32768,8,4,lru,4096,92341,423342,423310,0.179065,515683
32768,8,8,lru,4096,142313,373370,373306,0.27597,515683
32768,8,16,lru,4096,246202,269481,269353,0.477429,515683
32768,8,32,lru,4096,396117,119566,119310,0.76814,515683
32768,8,64,lru,4096,443034,72649,72137,0.859121,515683
32768,8,128,lru,4096,464776,50907,49883,0.901282,515683
32768,8,256,lru,4096,473808,41875,39827,0.918797,515683
32768,16,1,lru,2048,61817,453866,453850,0.119874,515683
32768,16,2,lru,2048,94130,421553,421521,0.182535,515683
32768,16,4,lru,2048,144303,371380,371316,0.279829,515683
32768,16,8,lru,2048,246429,269254,269126,0.477869,515683
32768,16,16,lru,2048,396391,119292,119036,0.768672,515683
32768,16,32,lru,2048,442464,73219,72707,0.858015,515683
32768,16,64,lru,2048,464844,50839,49815,0.901414,515683
32768,16,128,lru,2048,473687,41996,39948,0.918562,515683
32768,16,256,lru,2048,478085,37598,35577,0.927091,515683
32768,32,1,lru,1024,92775,422908,422876,0.179907,515683
32768,32,2,lru,1024,154577,361106,361042,0.299752,515683
32768,32,4,lru,1024,261503,254180,254052,0.5071,515683
32768,32,8,lru,1024,388151,127532,127276,0.752693,515683
32768,32,16,lru,1024,441994,73689,73177,0.857104,515683
32768,32,32,lru,1024,464499,51184,50160,0.900745,515683
32768,32,64,lru,1024,475836,39847,38823,0.92273,515683
32768,32,128,lru,1024,479150,36533,35509,0.929156,515683
32768,32,256,lru,1024,492279,23404,22380,0.954616,515683
32768,64,1,lru,512,155275,360408,360344,0.301106,515683
32768,64,2,lru,512,271519,244164,244036,0.526523,515683
32768,64,4,lru,512,388421,127262,127006,0.753217,515683
32768,64,8,lru,512,441493,74190,73678,0.856133,515683
32768,64,16,lru,512,466119,49564,49052,0.903887,515683
32768,64,32,lru,512,476706,38977,38465,0.924417,515683
32768,64,64,lru,512,489880,25803,25291,0.949963,515683
32768,64,128,lru,512,502374,13309,12797,0.974191,515683
32768,64,256,lru,512,508585,7098,6586,0.986236,515683
32768,128,1,lru,256,264096,251587,251459,0.512129,515683
32768,128,2,lru,256,375633,140050,139794,0.728418,515683
